id,text,created_at,user,retweet_count,favorite_count,sentiment
2014570870,Can't sleep   thinking coffee will be needed today,2009-06-03 02:51:45-07:00,LadyLiz24,9315,15332,NEGATIVE
2061476791,@MommaSalty awh!  i feel loved. hehe.,2009-06-06 21:50:10-07:00,xCAROxx,3177,4959,POSITIVE
2071614408,http://twitpic.com/6vqol - New Kids on the Block ,2009-06-07 20:33:16-07:00,allieechols,9060,8433,POSITIVE
2295951924,"@Wingkit knowin how 2 play guitar is gd, n once you know the basics, you can play a huge amount of songs. iv still got 1 exam ",2009-06-23 09:27:55-07:00,eddbc,3279,18569,NEGATIVE
1960229948,@Sunny630 Thanks for the shout out...even though u called us broads!!!...lol.....shame! ,2009-05-29 08:30:57-07:00,KARMASBABY,5852,860,POSITIVE
1932978565,i mean.... i'm excited about the nascar party! but i'll miss trev's show   ~Megan Moreaux~,2009-05-26 23:33:57-07:00,MeganMoreaux,9087,14900,NEGATIVE
1970254978,hapciuuuuu ... cred ca am racit ,2009-05-30 03:58:48-07:00,Indohyus,4055,11143,POSITIVE
2046725627,CHEERIO EVERY1!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! ,2009-06-05 13:29:04-07:00,GODSWILL7,2493,16408,POSITIVE
2234203403,cancelled tomolo's makan with buddy. ,2009-06-18 23:29:56-07:00,zelciia,8005,17442,NEGATIVE
2189397800,Testing out text twitter... ,2009-06-16 00:49:14-07:00,Deve2k,7174,15379,POSITIVE
2063433657,It seems that for Belle there was quite a bit more activity than sleeping during the 15hrs.  I wondered how she ended up in my bed.  ,2009-06-07 03:31:26-07:00,robwegner,2038,6921,POSITIVE
1932941869,@sourabha Cz' I am stuck in a pretty job..am a financial researcher ,2009-05-26 23:28:27-07:00,Freakonomy,1053,14394,POSITIVE
2059431703,@TwilightFan506 O What Moive? And have a fun time  Talk to you soon!,2009-06-06 17:48:23-07:00,WOAHitsTWILIGHT,4618,1571,POSITIVE
2016663418,Back at work but only till noon since I have to drive home for my sister's graduation.  ,2009-06-03 08:02:27-07:00,mandibaronas,8861,19751,POSITIVE
1692218154,@twosteppinant you are the best! and thank you for the tunes in my inbox!!! ,2009-05-03 20:24:33-07:00,sarasmile13,2337,13060,POSITIVE
1696135705,The seat was a nice place to go ,2009-05-04 08:34:00-07:00,Greegturnbull,6332,13674,POSITIVE
2046729682,@AlannaMBradley since you have a pool...don't get ones that drop a lot of leaves or flowers so you don't have to constantly skim the pool ,2009-06-05 13:29:25-07:00,Michelle5384,7511,3664,POSITIVE
2174961605,"getting LVATT today, Jonas Brothers are awesome!!! ",2009-06-15 00:37:15-07:00,Mrs_Nick_Jonas_,9806,14122,POSITIVE
2191840217,one more episode left before the season ends. ,2009-06-16 06:56:50-07:00,francbautista,6108,3251,NEGATIVE
2061047381,@deaninserra we'll see ya in a min ,2009-06-06 20:57:36-07:00,heatherstuy,8317,7844,POSITIVE
2231747864,Trying 2 get dis to work ,2009-06-18 19:51:41-07:00,livlafluvlrn,7727,1324,NEGATIVE
2060366229,Sad that Dave will be moving to the west coast in the fall ,2009-06-06 19:39:19-07:00,Skavoovee,996,17484,NEGATIVE
1676098524,@jmarie7481 it was great.. i feel so refreshed!! you can change it in your account  did you get the other shadows yet??,2009-05-01 21:58:40-07:00,glamourdolleyes,9714,5541,POSITIVE
1834080677,"@divabat Yes. I've bought all my music from iTunes for a couple of years now, and all the music on there these days are DRM-free ",2009-05-18 02:26:14-07:00,SirCrumpet,7324,6497,POSITIVE
2056225101,Finished SAT  time for some zzzZzZzzzzZzZzz,2009-06-06 11:38:18-07:00,KimberlyyyMaii,6473,4389,POSITIVE
2000948095,I'm ready for my mooovie night tomorrow with some of my favorite people ,2009-06-02 00:17:13-07:00,sydneepaige,7543,4792,POSITIVE
2060346051,@JanetRoper Not yet...enjoying the last bit of NY/Long Island as much as possible ,2009-06-06 19:37:00-07:00,ARoadRetraveled,5348,2252,POSITIVE
2262589985,&quot;At the starting of the week. At summit talks you'll hear them speak. It's only Monday...&quot;  â« http://blip.fm/~8lxft,2009-06-20 23:42:08-07:00,ephram_,6500,8748,NEGATIVE
2232621775,"Big question for the night: If you've had it, what do you think about Chick-fil-A's new Peach Milkshake? (via @jakedudley) not a fan ",2009-06-18 21:02:47-07:00,mariannathomas,2506,2897,NEGATIVE
2061199707,@Drifter0658  I love it! I think you just inspired me to go on a great man lens hunt and add them all to my lens ,2009-06-06 21:15:50-07:00,luvmyludwig,1876,8761,POSITIVE
1833462139,i wasnt allowed to play beer pong ,2009-05-18 00:14:45-07:00,slackerfan,2960,13928,NEGATIVE
2211284382,"@ppinheiro76 Optimus ... I misread you, sorry ",2009-06-17 13:32:58-07:00,dramalho,3568,3328,NEGATIVE
2205344765,FUCK I FORGOT ABOUT SVU. not. happy. ,2009-06-17 05:25:04-07:00,nisee_,7288,14070,NEGATIVE
1982599120,"@SmooothOperator Thats okay, I don't mind. ",2009-05-31 12:24:49-07:00,ispeakpanda,2854,13543,POSITIVE
2017217104,"postagem matinal no twirÃ£r, haha; Good Mornig dearssssss !   ",2009-06-03 08:55:32-07:00,jefmonteiro,5378,3504,POSITIVE
1754512728,@Mikey_894 u are always mean to me ,2009-05-10 07:24:33-07:00,AmyT96,3945,6303,NEGATIVE
2252103379,@chipmunkgeek actually it's 2hr til volleyball now we're playing a tournament tony's organizing. Had to call in jeff to sub for you ,2009-06-20 06:20:47-07:00,hcwen,5633,13074,NEGATIVE
1881100831,@Rockers_Delight If only #fowa wasn't right before my exams  http://bit.ly/zdk71,2009-05-22 04:29:11-07:00,AberdeenUK,8017,1072,NEGATIVE
2014947951,oh no! The mic on my Fuji camera hasn't captured the sound of Primavera as well as I'd hoped ,2009-06-03 04:05:49-07:00,jamesbassett,1139,13873,NEGATIVE
2244399439,Aww I didn't want ciaran to go ,2009-06-19 15:34:43-07:00,nataliemccallum,1038,9161,NEGATIVE
1991625054,@_andre1313 haha she is! we pretty much scared eachother with all the alien stuff haha. oo rome looks nice too  tehe. have you been there?,2009-06-01 08:15:36-07:00,DollFace520,723,6275,POSITIVE
2178637667,"i'm wet, so so wet, ",2009-06-15 08:52:41-07:00,TeamDaveDays,9468,9792,NEGATIVE
1694472521,im sick at home and i think ill soon call the doctor.. ,2009-05-04 03:40:06-07:00,Krissiiiii,3774,6074,NEGATIVE
1795270787,Quick question... Is anyone as excited about Grey's Anatomy tonight as I am? I can't hardly contain myself... I'm counting down the hours ,2009-05-14 08:21:23-07:00,tana8262,4980,5498,POSITIVE
2288244280,OK OK OK going to design now..talk to u all later...its too HOT in KC ,2009-06-22 19:47:34-07:00,kcghosthunters,8328,8398,NEGATIVE
2227379714,@johnkatez Is your Twitter not updating to your FB? Mine's not ,2009-06-18 14:00:24-07:00,jennieelizabeth,7400,19704,NEGATIVE
2233852218,"@SimranLuvzRaj , hope u have seen rab ne bana di...that actress is also in tweeter, anushka sharma...hope she is nt fake !!! ",2009-06-18 22:53:27-07:00,manjeet12jan,8110,14441,NEGATIVE
1469192852,Itï¿½s sunny!  But I need to wash dishes ,2009-04-07 06:26:22-07:00,drivemedown,3451,15856,NEGATIVE
2204315394,@fajota13 not really ,2009-06-17 02:46:48-07:00,Dee_Vee_esS,1743,15285,NEGATIVE
2297384221,It's turning out to be one of those weeks....  â« http://blip.fm/~8qtxo,2009-06-23 11:15:32-07:00,Kheft,972,6736,NEGATIVE
1835999502,"@Ghouligan - Did you have fun? Also, why wasn't I invited to play. ",2009-05-18 08:03:33-07:00,therobfather,4327,3457,NEGATIVE
2065499365,@hannahcollinsx Noo  I cant do triginometery. I dont really care anyore though haha. You physically can't do bad in cspe. You going 12th?,2009-06-07 09:36:20-07:00,EvaMeenaghan,413,16572,NEGATIVE
2017307056,"Jayson is so funny, I had fun talking to him!  Too bad he feels sleepy already.",2009-06-03 09:03:48-07:00,Elllllaaaa,1818,127,POSITIVE
2266954116,oh and i think there going now ,2009-06-21 10:15:46-07:00,ambbradshaw,7394,17676,NEGATIVE
1999487785,@DianaCanada  I have blocked Horny Kitten 3 times.  Today!!  I fear I can't help her ...poor dear    hahaha,2009-06-01 21:11:17-07:00,southerndelite,627,2220,NEGATIVE
1834724945,@editorialgirl @livebrum They didn't put my cat pictures up last time ,2009-05-18 04:52:52-07:00,mikelcu,9016,6976,NEGATIVE
2233866595,"Ok, thank god not my BB Kupono, but omg, Max ",2009-06-18 22:54:50-07:00,kschille,1681,11202,NEGATIVE
2190784571,@FletchMcGull  #elevensestime That sounds good - sort of healthy indulgent ,2009-06-16 04:36:09-07:00,MartinGBEdwards,1652,7125,POSITIVE
2244384907,@cbgfilms oww i wanted halfwitt to go ,2009-06-19 15:33:36-07:00,mactouchntocco,6918,19774,NEGATIVE
2058750751,"too much of the good stuff last night and really feeling it today, started wrk @ 7  . . No  one should have to wrk on sundays",2009-06-06 16:26:27-07:00,ozalicious,2150,19973,NEGATIVE
2002592417,@PerezHilton Baaaahaaaaaa. So true. I hate them girls ,2009-06-02 05:32:10-07:00,Flozz07,2103,5106,NEGATIVE
2257282893,I really do not enjoy thunderstorms ,2009-06-20 14:58:23-07:00,b0bbiex3,4011,4787,NEGATIVE
1993557932,Came home for lunch to find my dogs tore up about $45 worth of plants I planted yesterday... Tears were shed ,2009-06-01 11:27:08-07:00,kate_carris,8533,2441,NEGATIVE
2301065300,sacked killzone again ,2009-06-23 15:50:19-07:00,perceptol,3996,9772,NEGATIVE
1824134670,Hopeless heart of mine... ,2009-05-17 01:03:16-07:00,AnaVOLTAGE,1612,15545,NEGATIVE
1759350528,@carriegorn iPhone of course ,2009-05-10 19:54:22-07:00,brentsower,4747,7711,POSITIVE
2065559886,PositiveTweet8: How many people can make you feel extraordinary? ,2009-06-07 09:43:43-07:00,paulineferrer,6800,17021,POSITIVE
2048503710,wiL Francis is married and having a baby in october. however aiden are fucked ,2009-06-05 16:11:23-07:00,PaulCarrett,4364,16353,NEGATIVE
1564007697,@HOLLYWOODYAH auckland could be nice haha. but NY ftw  or maybe somewhere in italy ,2009-04-20 02:11:13-07:00,ThomasGermalulz,8547,10082,POSITIVE
1972917548,@PinksTwitFans Lucky but my mum gave money for somee  Yummy,2009-05-30 11:00:48-07:00,xxsimonex,5717,10264,POSITIVE
2198985869,chillen at vatta's house w/ the ladies. I want some candy ,2009-06-16 17:44:25-07:00,ngodsfavor87,4548,2155,NEGATIVE
1680094564,is excited to celebrate passing my boards and being a RN  ,2009-05-02 11:46:26-07:00,aNNalcRN,622,6679,POSITIVE
2039851701,@iChelz Yeahh.Ima find out soon.Hook Rashard.Whew.And Nooo..Whyyyy? ,2009-06-04 23:51:27-07:00,VikkSyn,8184,18372,NEGATIVE
1979262387,Facades are what I do best ,2009-05-31 03:10:48-07:00,Aneab,9903,16918,POSITIVE
2013941682,I'm awake trying to see the end of the first 48 but my man went to bed and I do not like being awake by myself. This is not normal. ,2009-06-03 00:53:37-07:00,nurvahnah,557,5909,NEGATIVE
2203111864,is a little bit hungry ,2009-06-16 23:56:11-07:00,Laurynmichelle,6622,2033,NEGATIVE
1678263283,the chance of getting into the same middleschool as my old friends in USA is very slim. im really stressed and worried ,2009-05-02 07:00:02-07:00,moepop,7571,9029,NEGATIVE
2251216009,Just got up and had a shower - its now 10:45.Off to get breaky and then off to caravan for a couple days.Back to work monday though ,2009-06-20 03:41:09-07:00,aarkid_chris,7436,11071,NEGATIVE
2051552555,"Someone should text me, i have no friends ",2009-06-05 23:10:10-07:00,yourmotherr,9203,18398,NEGATIVE
2057153461,â¥ OMG sooo not fair!!!! My mum said i have to wait till Monday to get The Sims 3 ,2009-06-06 13:21:22-07:00,SmileySueS,8215,11220,NEGATIVE
1824967461,@alethe   hopefully u'll be fine,2009-05-17 04:37:52-07:00,khanserai,7279,17428,NEGATIVE
1978014063,"@YoungQ Goodknight, Rob ",2009-05-30 23:06:47-07:00,Donniesgrl72,7711,17596,POSITIVE
2283316751,i need some more pussy ,2009-06-22 13:21:32-07:00,b_gury,5291,5507,NEGATIVE
1956862767,@princess_die good movie pick. ttyl  nite,2009-05-28 23:46:02-07:00,Karilo13,1713,17029,POSITIVE
2196671780,@KikitaSunrise am i so unimportant so you dont even write back to me?  haha,2009-06-16 13:39:50-07:00,Anna_Miros,7023,11313,NEGATIVE
2195315587,@kristenlubbe love that SATC movie. although the majority of it is so very very painful. ,2009-06-16 11:51:09-07:00,RusticaPhilly,3794,16248,NEGATIVE
1468850516,"@girlstoys phewy, they are back! what is twitter playing at? ",2009-04-07 04:56:34-07:00,online_mum,5510,3975,POSITIVE
1823657565,@ririchii hayy thanks yaa for follow me ,2009-05-16 23:28:15-07:00,sishiimaruuu,4033,15357,POSITIVE
2192851838,@lpunderground Where are the runes?! I've only got 2  Is it all on the LP website?,2009-06-16 08:31:39-07:00,TomBrab,8528,13069,NEGATIVE
1980615930,Lauren Conrad's last hills episode is tonight OMG i'm gonna Cry ,2009-05-31 08:06:40-07:00,Fearless236,7496,6561,NEGATIVE
1691161954,@Quawnie......oh imma be holding the middle and Tobais is gonna be holding the other end of @Spazzyboys sign! ,2009-05-03 18:07:12-07:00,Bentley1908,9151,5815,POSITIVE
2182552747,@billy_burke  well i really hope that Peter wins but i don't really like to see a man in a bikini. :S Hope you are well. ,2009-06-15 14:12:27-07:00,kinehelene,1224,6156,POSITIVE
1997292155,300 twitts ,2009-06-01 17:28:37-07:00,TJofre,1941,10900,POSITIVE
1680346864,"@siriuslyheather hope she's not following you ;). Btw, thanks for the sun ",2009-05-02 12:21:18-07:00,warloc66,4132,17970,POSITIVE
2068855971,Trying to get some of the overlooked things done on this beautiful day &amp; listening to the screams of kids tubing on the lake behind house ,2009-06-07 15:42:26-07:00,mjdew,9517,6200,POSITIVE
1573712499,i wanna go home actually i got a bad tummy ,2009-04-21 03:22:47-07:00,danimahoo,4623,7105,NEGATIVE
2050756756,5.12am nairobi. Gotta be out the hse by 6.12am  i'm gonna make it!,2009-06-05 20:07:18-07:00,michellemartins,7234,3864,POSITIVE
2053315226,@genevanheathen hey watz da best brunch in town on sundays? I've got 2 choose 1 for tomorrow and can't find a real one (no fckn 5 portes ,2009-06-06 04:59:12-07:00,mgdr,9689,1667,POSITIVE
2184761311,kings of leon use somebody love it !! ,2009-06-15 17:15:55-07:00,CLAiireex,6679,12496,POSITIVE
1996255687,exams this week = not a good week. but only 2 days left. ,2009-06-01 15:40:02-07:00,731lahX3_laura,4680,6542,POSITIVE
2250745673,Updated my post on N-Gage for N97. Bloody Cockup! ,2009-06-20 02:14:55-07:00,gerrymoth,158,17184,NEGATIVE
2328180996,Not ready for work ,2009-06-25 10:09:03-07:00,kpete08,6082,13580,NEGATIVE
2058962735,Last night's events will have me laughing for a longgg time. Tonight get to see the whole crew ,2009-06-06 16:51:40-07:00,SusannaW033,5336,17014,POSITIVE
1956686777,dude that sounds pretty fuckin bomb! ,2009-05-28 23:19:32-07:00,PhantomRampage,909,7866,POSITIVE
1676784679,@ricklondon Link doesn't work ,2009-05-02 00:04:12-07:00,MaraBG,8260,18153,NEGATIVE
2186359789,GOODNIGHT ,2009-06-15 19:36:39-07:00,its_giovanna,9154,5996,POSITIVE
1983450710,Its thundering in mass to ,2009-05-31 14:03:47-07:00,hoyle1337,1801,7590,NEGATIVE
2251848265,"Oh, but I do want to ask: Baby does Cheeks have to count against our celebs? We've followed him from the start.  Can he be a freebie?",2009-06-20 05:38:37-07:00,ontdai,4062,16163,NEGATIVE
2185030889,@liajewel the one on clement closed. ,2009-06-15 17:39:51-07:00,mschung,9701,11181,NEGATIVE
2248383495,@moniquaa yup  we're going to miss them!,2009-06-19 21:25:14-07:00,ciaodarlings,3559,10392,NEGATIVE
2186743611,Mmm subway! Eat fresh!! ,2009-06-15 20:09:25-07:00,qbee_05,987,17028,POSITIVE
2254140862,"I'm at work in the Furnace. Going friggin' insane, outta my mind, crazy! Dumb bored! Oh well, 8 more hours 2 go.  I rather be in Hawai ...",2009-06-20 10:10:24-07:00,denn559,9967,2194,NEGATIVE
1978769477,Waiting for my allergic reaction to go down... Gahhh. Stupid sushi. ,2009-05-31 01:17:23-07:00,gabrielaelena,4944,3995,NEGATIVE
1752619525,@sheywantsPDA  lo sintio mas ,2009-05-09 23:19:51-07:00,LilaiPiolin,9521,8177,NEGATIVE
1932928872,wootbix - 3 mini remote control helicopters coming my way ,2009-05-26 23:26:31-07:00,Maggrig,5491,13022,POSITIVE
2051496663,@iamjonathancook YAY i love youuuu  http://twitpic.com/6p8wd,2009-06-05 23:03:37-07:00,chennysherm13,1814,2017,POSITIVE
2324111602,"@AubreyODay, I'm so sorry for ever doubting you.  I shouldeve known better, ur very busy. &amp; I'm sorry cause I know u live us (your fans)",2009-06-25 03:12:01-07:00,SweetfaceJ86,4326,12209,NEGATIVE
1825744095,"@downrighteerie Dude, For you for me. ",2009-05-17 07:35:29-07:00,imjaw,8364,9147,POSITIVE
1991775486,@boilerfan_98 thank you!!  Hope your Monday goes quickly!,2009-06-01 08:31:34-07:00,DefyGravity81,3374,2867,POSITIVE
2206941624,@Grunzen those poor new hires ,2009-06-17 08:09:03-07:00,mjstone,3657,4722,NEGATIVE
2248799062,Just receive some sad news  aw,2009-06-19 22:05:09-07:00,onthe222,5266,1507,NEGATIVE
1468237290,eating ice cream ,2009-04-07 01:21:18-07:00,idabrorup,7080,7832,POSITIVE
1983950265,"RAWR. i  havnt tweeted in a while. by the way, i hate you ",2009-05-31 15:01:59-07:00,AmandaATOMIXX,265,12520,POSITIVE
1963181006,"@TehCheapOne Ok, im not really that far yet  On the 2nd part of 4. Wish she did them earlier though, like mid day so I could be involved",2009-05-29 13:12:44-07:00,lrv94,4092,13432,NEGATIVE
1970359357,A very lazy weekend recovering sigh ,2009-05-30 04:25:38-07:00,CoreyRalli,862,14362,NEGATIVE
1969852669,"@SocietyReject We drove by each other; I wanted to find some way to say hi, but it was so sudden. Sorry ",2009-05-30 02:21:26-07:00,TwilightElk,4942,11907,NEGATIVE
1957538752,@IljaCoolen Thanks! Just used a therm to pry it out. Was like concrete! Blood and everything!  He's doing a lot better now. Thank god.,2009-05-29 01:42:09-07:00,UltraSub,8897,10605,NEGATIVE
2004960143,Eating lunch in my car. Needed break. This is actually a nice lunch break. ,2009-06-02 09:53:20-07:00,JessicaLWI,2667,14496,POSITIVE
1557438530,This feels like talking to myself. I need more followers. ,2009-04-19 05:00:03-07:00,shridhar_k,3858,4928,NEGATIVE
1980758580,Gonna go see UP with the fam!  ,2009-05-31 08:28:58-07:00,vane1717,5269,17181,POSITIVE
1992728794,@LoWaldorf what are u looking for sweetheart.btw nice profile picture. JB love it ,2009-06-01 10:06:38-07:00,duvi87,45,16068,POSITIVE
2062967734,"Just watched The Boy In The Striped Pajamas, sad movie ",2009-06-07 01:47:37-07:00,caswaste615,8550,17097,NEGATIVE
1827829787,@DJ_AM you still fly? wouldn't have thunk it ,2009-05-17 12:25:06-07:00,LeahBrinkman,190,16350,NEGATIVE
2327096147,"@Jenni_xD dun think so, too sore ",2009-06-25 08:47:53-07:00,KaySloan,756,9628,NEGATIVE
1468937373,@Budjette @Budjette You have a thing for Tish? Makakarating sa kanya ,2009-04-07 05:22:28-07:00,cyndayco,8336,11872,POSITIVE
2047791905,@dannoray great quote ,2009-06-05 15:04:14-07:00,airios,9122,9314,POSITIVE
2061459576,thnx @JaneHungOz for informing the others! i wont ever understand twitter's reason for the box thing ,2009-06-06 21:47:59-07:00,GeneralProfound,3063,12554,POSITIVE
1754120187,@bluetooth13 \o/ I'm the first one! Great. You can call him daddy too. I don't mind. ,2009-05-10 05:56:36-07:00,adrence,1864,17299,POSITIVE
2061322648, my foundation makes me look like a ghost now. ughh,2009-06-06 21:30:44-07:00,tristybby,7345,1660,NEGATIVE
1973453631,Layin in the bed wit my love...my tummy hurts  that's what I get for eatin that cat n dog! Hmph,2009-05-30 12:03:39-07:00,SooSpecial,6570,10891,NEGATIVE
1995276937,@joeymcintyre  PLEASE send some nectar to us UK girls  Joe ?!   xxxx  ,2009-06-01 14:06:59-07:00,Tracey_Mac,4237,4758,POSITIVE
2184177385,i look and feel like a nerd in my broken rayban sunglasses... buhu  http://twitgoo.com/tif7,2009-06-15 16:24:54-07:00,JessicaViberg,728,18222,NEGATIVE
1573578992,@SeenTheSheep rawr rawr rawr - this is what I'm going to say each time you speak poop. you do not suck... much ,2009-04-21 02:43:41-07:00,Helenathehippy,2967,6936,POSITIVE
2054232844,I love having a friend who doesn't mind me sending him Lolcats. ,2009-06-06 07:46:17-07:00,yellowscone,4564,11490,POSITIVE
1754207430,resetting my google reader to zero took more inner strength than i woulda thought. never gonna catch up to 1000+ unread posts though. ,2009-05-10 06:18:01-07:00,soapnchocolate,824,4660,NEGATIVE
2178932019,"@SevenMermaids Yea, because no matter how many I block they keep coming back! ",2009-06-15 09:17:37-07:00,suitechauvhan,9612,3139,NEGATIVE
1975723210,Having a nice mango as I watch The Warriors  I &lt;3 this movie.,2009-05-30 16:38:48-07:00,decoystars,425,9391,POSITIVE
2251022943,'s dad is goin 2 NZ &amp; melb 4 a wk  who's goin 2 drink &amp; come see wil with me now? Invisible friends 4 hire?,2009-06-20 03:04:47-07:00,melhea24,25,8037,NEGATIVE
2002363756,Wooo only 1 exam to go ,2009-06-02 04:52:55-07:00,emmax__,3972,11379,POSITIVE
2064863933,"If you didn't already know, Nathan &amp; Nat are live from Singapore tomorrow and I'm basically the only staff member who wasnt invited ",2009-06-07 08:14:17-07:00,nova937music,4858,3935,NEGATIVE
2051529985,"@tommcfly hahahaha. Tom, you are definitely addicted on Twitter!! hahaha. tweet tweet...  Love you!! Xx",2009-06-05 23:07:29-07:00,EduardaSilveira,2439,17596,POSITIVE
1755774392,@b_snags theres no way i was going inside.. i wish i wasnt that drunk so i could have ,2009-05-10 10:52:41-07:00,taliatonti,7305,19856,NEGATIVE
1793483925,@louloulou no we didn't meet ,2009-05-14 03:45:18-07:00,booyaa,2345,14860,POSITIVE
1976174466,6 months and no boyfriend. ,2009-05-30 17:38:02-07:00,MyDearTatiana,8064,14904,NEGATIVE
2015345421,ok lunch brake over  i feel sick ! y did they bring back  old school roast beef monster munch  and in a big bag !! aarrgghh,2009-06-03 05:17:53-07:00,odtclairey77,1677,1702,NEGATIVE
1795316089,@globalpeacemap very true love makes the it all worth while ,2009-05-14 08:26:17-07:00,ChrisHusong,2477,8417,POSITIVE
2203846319,@nicogv The Sims 3 torrent you gave me doesnt work anymore   ,2009-06-17 01:33:40-07:00,Stanley_Magno,8415,8934,NEGATIVE
2062426375,@KellyG5  i know  i love ice cream but fro yo is calling my name baby!,2009-06-07 00:04:55-07:00,bkGirlFriday,2912,8767,NEGATIVE
1990867221,"Also, there's a spider in my room, and I don't want to be in here anymore. ",2009-06-01 06:48:25-07:00,JessiKay22,6096,8672,NEGATIVE
1978667681,I am depressed. My iPhone is officially not coming  They asked me to go and collect my advance money back. That too after waiting 4 weeks.,2009-05-31 00:57:31-07:00,sreeni_naik,2614,2494,NEGATIVE
2060382411,OK tweeps.. I have to go do some blog work  #eric 's people responded... Guess I owe them a response ,2009-06-06 19:41:07-07:00,Fredgarrett,9197,7444,POSITIVE
2187998680,family events all booked ,2009-06-15 22:01:07-07:00,HHreha,3004,6381,NEGATIVE
2180152121,"Back in the AK! But missing the cape cod crew @namis, @nrivera @avizaaj @jesuislapourca @jlames @MaysLife @jiv3man + @anthonyniblett ",2009-06-15 10:57:49-07:00,chands24,5268,695,POSITIVE
1677874915,"cheese on toast, football focus  .... looking forward to heading home to Brighton on Monday",2009-05-02 05:19:58-07:00,sachington,5749,15552,POSITIVE
1836297843,"@Porfix haha of course I'd say that the Dutch are just a tad cuter  But still, berlin and its inhabitants are the best!",2009-05-18 08:37:48-07:00,mrpandora,3951,4267,POSITIVE
2001896527,Aww straight hair now. Much better ,2009-06-02 03:20:12-07:00,McFLYFan_Katie,4588,158,POSITIVE
1996136668,&quot;You quote the good book when it's convienent&quot; tbs comes out tomorrow! Not like I don't already have it..But I like to support and buy it ,2009-06-01 15:28:30-07:00,dome_peace,4226,2569,POSITIVE
1822829025,@ShellyRenee i dont want ur thanx i just want u to be great ,2009-05-16 21:22:02-07:00,tharealNova,5080,12966,POSITIVE
2006625394,"@mizpinkgirl We're getting more into Fashion Show now that's there's more drama. Still annoyed they use the Project Runway music, tho. ",2009-06-02 12:19:37-07:00,SeenON,2732,4053,POSITIVE
1969291240,@ripmilla nice to hear that. ,2009-05-30 00:27:50-07:00,nuuneoi,5500,4302,POSITIVE
2266648196,@mileycyrus my grandi has died too ,2009-06-21 09:45:03-07:00,Demileecooley,4797,16178,NEGATIVE
2266131320,Suppose to be gettin ready for church but unc's got my truck and I can't find his keys. ,2009-06-21 08:50:49-07:00,iluvmygj,7594,17588,NEGATIVE
2011568779,"@purseonality Um, uh... no, I ... Umm, well you see... I umm.... Okay what I was trying to say was ... well, you know how umm.......bendy ",2009-06-02 20:06:27-07:00,sydeshow,3984,1782,POSITIVE
2238259307,Walking around the house and having mini panic attacks.  I'm too young for this,2009-06-19 07:55:28-07:00,TheSushiOne,2850,5371,NEGATIVE
2261263586,...and sometimes u get taken advantage of...a lot...by your own kind ,2009-06-20 21:24:03-07:00,Saptosa135th,7245,8961,NEGATIVE
1933127286,aish. i didn't get my majors ,2009-05-26 23:57:04-07:00,pinefir,7723,19050,NEGATIVE
2059945695,@jimmymarsh617 TORONTO june 21st. we know how to party!  u in?,2009-06-06 18:50:24-07:00,DWsRoseC,9493,9956,POSITIVE
2068458788,"Good choice Sir Alan, I loved The Apprentice this evening. Glad Yasmina won, and not the obvious choice Kate  #apprentice",2009-06-07 14:59:52-07:00,aDamBacon,1387,19622,POSITIVE
1967868435,@gbell88 @karinagarcia @TaylaMe3 haha just read your replies to my random drunken pictures from last night. thanks for viewing ,2009-05-29 21:14:24-07:00,scodal,517,13481,POSITIVE
1977299272,I'm so devastated right now that I just hit a bunny. ,2009-05-30 21:30:50-07:00,Brienne23,3390,17110,NEGATIVE
2237492609,@tinbashr  sounds nice and dangerous! ,2009-06-19 06:46:34-07:00,ponor,3828,10517,NEGATIVE
1752941763,@CaseLynn Not us as far as I know  hee hee. We're thinking a few more years first . ,2009-05-10 00:24:48-07:00,AlissaFisher79,942,14940,POSITIVE
2176165809,ughhhh...Monday already!?! ,2009-06-15 03:59:06-07:00,neyney79,2957,14239,NEGATIVE
1997053121,Pet peeve: junk email. Isn't there a &quot;do not email&quot; list or something -not that the do not call list stops solicitors from ringing me up ,2009-06-01 17:03:10-07:00,kimmeekat,7783,15923,NEGATIVE
2044429802,my legs hurt  dont wanna go to the gym today but i need to :s,2009-06-05 10:13:47-07:00,annaasaywhat,9536,1722,NEGATIVE
1978737409,@outcyde g'night! See you there! ,2009-05-31 01:10:58-07:00,lalayu,9256,2604,POSITIVE
1986494497,i just saw what is probably the only legitimately attractive photo of rpatz as edward. i miss cedric ,2009-05-31 19:47:48-07:00,katiaudrey,8638,7160,NEGATIVE
2051867258,"tokyo wako, hangover, funnn girls night out ",2009-06-05 23:53:43-07:00,annnieeeex,9559,6543,POSITIVE
2057726098,@AgentPelota this is my good morning. 4:33. ,2009-06-06 14:25:45-07:00,joseluis214,1037,974,POSITIVE
2222253120,not having a good day- ,2009-06-18 07:36:14-07:00,mer1007,3014,14666,NEGATIVE
1993113946,@aplusk yeah...and it's like a humid sort of hot...but how I miss it ,2009-06-01 10:44:15-07:00,PARISnHOLLYWOOD,5165,8458,NEGATIVE
2047623508,@NKOTB_Ottawa Not so many as I wish I had... ,2009-06-05 14:48:53-07:00,twixnurse72,6821,18645,NEGATIVE
1881202522,@davidgarrido For the final weekend of the season I predict Hull and Boro  to go down.Liverpool 2nd.Monaco Lewis Hamilton #forecastfriday,2009-05-22 04:49:30-07:00,pd1001,3879,11442,NEGATIVE
